Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
123	Num	O	N/A	N/A	N/A	N/A
–	Punct	O	N/A	N/A	N/A	N/A
29	Num	O	N/A	N/A	N/A	N/A
;	Punct	O	N/A	N/A	N/A	N/A
“	Punct	O	N/A	N/A	N/A	N/A
Crónicas	Spn	O/MISC	15.47	36.43	-1.01	35.42
chinescas	Spn	O/MISC	28.37	36.86	-1.01	35.85
"	Punct	O	N/A	N/A	N/A	N/A
”	Punct	O	N/A	N/A	N/A	N/A
Hispamérica	Spn	O/MISC	19.49	33.28	-1.01	32.27
:	Punct	O	N/A	N/A	N/A	N/A
89	Num	O	N/A	N/A	N/A	N/A
(	Punct	O	N/A	N/A	N/A	N/A
2001	Num	O	N/A	N/A	N/A	N/A
)	Punct	O	N/A	N/A	N/A	N/A
"	Punct	O	N/A	N/A	N/A	N/A
87	Num	O	N/A	N/A	N/A	N/A
–	Punct	O	N/A	N/A	N/A	N/A
94	Num	O	N/A	N/A	N/A	N/A
;	Punct	O	N/A	N/A	N/A	N/A
“	Punct	O	N/A	N/A	N/A	N/A
Anniversary	Eng	O/MISC	43.06	17.93	-2.38	40.68
Crónica	Spn	O/MISC	14.5	34.8	-2.38	32.419999999999995
"	Punct	O	N/A	N/A	N/A	N/A
”	Punct	O	N/A	N/A	N/A	N/A
el	Spn	O	19.84	42.02	-1.01	41.010000000000005
andar	Spn	O	36.66	43.72	-1.01	42.71
(	Punct	O	N/A	N/A	N/A	N/A
September	Eng	O	45.44	23.94	-2.38	43.059999999999995
2002	Num	O	N/A	N/A	N/A	N/A
)	Punct	O	N/A	N/A	N/A	N/A
"	Punct	O	N/A	N/A	N/A	N/A
55	Num	O	N/A	N/A	N/A	N/A
–	Punct	O	N/A	N/A	N/A	N/A
57	Num	O	N/A	N/A	N/A	N/A
;	Punct	O	N/A	N/A	N/A	N/A
“	Punct	O	N/A	N/A	N/A	N/A
Axolotl	Spn	O/MISC	0.57	0.32	-2.38	-2.06
Crónica	Spn	O/MISC	14.5	34.8	-1.01	33.79
"	Punct	O	N/A	N/A	N/A	N/A
”	Punct	O	N/A	N/A	N/A	N/A
Letras	Spn	O/MISC	27.63	44.29	-1.01	43.28
FemeninasIX	Eng	O/MISC	9.97	6.6	-2.38	7.590000000000001
:	Punct	O	N/A	N/A	N/A	N/A
2	Num	O	N/A	N/A	N/A	N/A
(	Punct	O	N/A	N/A	N/A	N/A
2003	Num	O	N/A	N/A	N/A	N/A
)	Punct	O	N/A	N/A	N/A	N/A
"	Punct	O	N/A	N/A	N/A	N/A
185	Num	O	N/A	N/A	N/A	N/A
–	Punct	O	N/A	N/A	N/A	N/A
189	Num	O	N/A	N/A	N/A	N/A
;	Punct	O	N/A	N/A	N/A	N/A
“	Punct	O	N/A	N/A	N/A	N/A
Flora	Spn	O/PERSON	18.51	37.62	-2.38	35.239999999999995
y	Spn	O	21.5	34.41	-1.01	33.4
Fauna	Spn	O/MISC	20.37	29.53	-1.01	28.52
Crónica	Spn	O/MISC	14.5	34.8	-1.01	33.79
"	Punct	O	N/A	N/A	N/A	N/A
”	Punct	O	N/A	N/A	N/A	N/A
Portal	Spn	O	33.04	44.83	-1.01	43.82
:	Punct	O	N/A	N/A	N/A	N/A
Journal	Eng	O/MISC	30.38	18.99	-2.38	28.0
of	Eng	O/MISC	45.37	12.91	-0.8	44.57
Multidisciplinary	Eng	O/MISC	37.82	20.65	-0.8	37.02
International	Eng	O/MISC	72.89	48.06	-0.8	72.09
Studies	Eng	O/MISC	47.86	27.72	-0.8	47.06
(	Punct	O	N/A	N/A	N/A	N/A
January	Eng	O/PERSON	28.0	7.77	-0.8	27.2
2004	Num	O	N/A	N/A	N/A	N/A
)	Punct	O	N/A	N/A	N/A	N/A
.	Punct	O	N/A	N/A	N/A	N/A
I	Eng	O	42.31	11.38	-0.8	41.510000000000005
am	Eng	O	30.77	12.36	-0.8	29.97
grateful	Eng	O	35.96	15.98	-0.8	35.160000000000004
to	Eng	O	48.13	29.93	-0.8	47.330000000000005
have	Eng	O	60.11	28.54	-0.8	59.31
been	Eng	O	52.66	22.28	-0.8	51.86
invited	Eng	O	45.98	35.06	-0.8	45.18
to	Eng	O	48.13	29.93	-0.8	47.330000000000005
present	Eng	O	53.14	33.82	-0.8	52.34
/	Punct	O	N/A	N/A	N/A	N/A
perform	Eng	O	39.67	15.44	-0.8	38.870000000000005
various	Eng	O	43.6	30.41	-0.8	42.800000000000004
chapters	Eng	O	41.7	21.18	-0.8	40.900000000000006
of	Eng	O	45.37	12.91	-0.8	44.57
this	Eng	O	59.86	22.07	-0.8	59.06
book	Eng	O	38.68	8.68	-0.8	37.88
while	Eng	O	54.2	21.73	-0.8	53.400000000000006
it	Eng	O	50.11	11.76	-0.8	49.31
was	Eng	O	51.72	16.52	-0.8	50.92
very	Eng	O	48.4	29.89	-0.8	47.6
much	Eng	O	50.21	32.0	-0.8	49.410000000000004
a	Eng	O	39.06	38.09	-0.8	38.260000000000005
work	Eng	O	47.7	2.12	-0.8	46.900000000000006
in	Eng	O	45.41	25.29	-0.8	44.61
progress	Eng	O	53.99	29.65	-0.8	53.190000000000005
.	Punct	O	N/A	N/A	N/A	N/A
For	Eng	O	47.94	28.79	-0.8	47.14
giving	Eng	O	54.19	9.16	-0.8	53.39
me	Eng	O	41.15	43.0	-0.8	40.35
this	Eng	O	59.86	22.07	-0.8	59.06
opportunity	Eng	O	59.11	12.01	-0.8	58.31
I	Eng	O/MISC	42.31	11.38	-0.8	41.510000000000005
thank	Eng	O/MISC	53.77	16.35	-0.8	52.970000000000006
Tiffany	Eng	ORGANIZATION/MISC	23.59	12.24	-0.8	22.79
A	Eng	ORGANIZATION/MISC	39.06	38.09	-0.8	38.260000000000005
.	Punct	O	N/A	N/A	N/A	N/A
López	Spn	PERSON/PERSON	0.89	16.77	-2.38	14.39
"	Punct	O	N/A	N/A	N/A	N/A
who	Eng	O	43.84	15.11	-2.38	41.46
organized	Eng	O	51.9	22.6	-0.8	51.1
the	Eng	O	60.83	27.05	-0.8	60.03
conference	Eng	O	58.04	47.08	-0.8	57.24
“	Punct	O	N/A	N/A	N/A	N/A
Revolution	Eng	O/MISC	54.43	29.54	-0.8	53.63
&	Punct	O	N/A	N/A	N/A	N/A
Resistance	Eng	O/MISC	51.92	39.05	-0.8	51.120000000000005
:	Punct	O	N/A	N/A	N/A	N/A
The	Eng	O/MISC	60.83	27.05	-0.8	60.03
State	Eng	O/MISC	51.86	30.82	-0.8	51.06
of	Eng	O/MISC	45.37	12.91	-0.8	44.57
Chicana	Spn	O/MISC	25.06	45.38	-2.38	43.0
/	Punct	O	N/A	N/A	N/A	N/A
o	Spn	O	22.76	28.33	-1.01	27.319999999999997
Art	Eng	O/MISC	35.94	18.71	-2.38	33.559999999999995
&	Punct	O	N/A	N/A	N/A	N/A
Activism	Eng	O/MISC	31.69	13.83	-0.8	30.89
at	Eng	O/MISC	43.35	13.78	-0.8	42.550000000000004
the	Eng	O/MISC	60.83	27.05	-0.8	60.03
University	Eng	ORGANIZATION/MISC	52.94	29.44	-0.8	52.14
of	Eng	ORGANIZATION/MISC	45.37	12.91	-0.8	44.57
California	Eng	ORGANIZATION/MISC	47.87	46.55	-0.8	47.07
"	Punct	O	N/A	N/A	N/A	N/A
Lado	Spn	PERSON/O	27.33	47.69	-2.38	45.309999999999995
del	Spn	PERSON/O	26.4	45.85	-1.01	44.84
Río	Spn	PERSON/MISC	6.03	27.77	-1.01	26.759999999999998
in	Eng	O/MISC	45.41	25.29	-2.38	43.029999999999994
February	Eng	O/MISC	30.73	12.28	-0.8	29.93
2003	Num	O/MISC	N/A	N/A	N/A	N/A
I	Eng	O/MISC	42.31	11.38	-0.8	41.510000000000005
also	Eng	O	46.43	25.86	-0.8	45.63
thank	Eng	O	53.77	16.35	-0.8	52.970000000000006
Isabel	Eng	O/PERSON	21.05	18.38	-0.8	20.25
Durán	Spn	O/PERSON	13.01	27.63	-2.38	25.25
"	Punct	O	N/A	N/A	N/A	N/A
Ana	Spn	PERSON/PERSON	28.49	31.17	-1.01	30.16
Antón	Spn	PERSON/PERSON	16.15	31.97	-1.01	30.959999999999997
-	Punct	O	N/A	N/A	N/A	N/A
Pacheco	Spn	PERSON/PERSON	15.33	27.53	-1.01	26.52
and	Eng	O/PERSON	58.08	26.56	-2.38	55.699999999999996
Félix	Eng	PERSON/PERSON	5.39	3.86	-0.8	4.59
Martín	Spn	PERSON/PERSON	15.49	31.64	-2.38	29.26
for	Eng	O	47.94	28.79	-2.38	45.559999999999995
inviting	Eng	O	51.37	20.29	-0.8	50.57
me	Eng	O	41.15	43.0	-0.8	40.35
to	Eng	O	48.13	29.93	-0.8	47.330000000000005
present	Eng	O	53.14	33.82	-0.8	52.34
at	Eng	O	43.35	13.78	-0.8	42.550000000000004
the	Eng	O	60.83	27.05	-0.8	60.03
Universidad	Spn	ORGANIZATION/ORGANIZATION	37.6	50.84	-2.38	48.46
Complutense	Eng	ORGANIZATION/ORGANIZATION	42.83	42.61	-2.38	40.449999999999996
of	Eng	O	45.37	12.91	-0.8	44.57
Madrid	Spn	LOCATION/LOCATION	26.77	32.84	-2.38	30.460000000000004
and	Eng	O	58.08	26.56	-2.38	55.699999999999996
also	Eng	O	46.43	25.86	-0.8	45.63
in	Eng	O	45.41	25.29	-0.8	44.61
Victoria	Spn	LOCATION/MISC	27.09	43.04	-2.38	40.66
(	Punct	O	N/A	N/A	N/A	N/A
Spain	Eng	LOCATION/ORGANIZATION	32.83	13.25	-2.38	30.45
)	Punct	O	N/A	N/A	N/A	N/A
in	Eng	O	45.41	25.29	-0.8	44.61
April	Spn	O/PERSON	21.1	24.52	-2.38	22.14
2003	Num	O	N/A	N/A	N/A	N/A
I	Eng	O	42.31	11.38	-2.38	39.93
am	Eng	O/MISC	30.77	12.36	-0.8	29.97
grateful	Eng	O/MISC	35.96	15.98	-0.8	35.160000000000004
to	Eng	O/MISC	48.13	29.93	-0.8	47.330000000000005
Ksenija	Spn	PERSON/MISC	1.0	7.69	-2.38	5.3100000000000005
Bilbija	Spn	PERSON/MISC	12.96	23.09	-1.01	22.08
"	Punct	O	N/A	N/A	N/A	N/A
who	Eng	O	43.84	15.11	-2.38	41.46
invited	Eng	O	45.98	35.06	-0.8	45.18
me	Eng	O	41.15	43.0	-0.8	40.35
to	Eng	O	48.13	29.93	-0.8	47.330000000000005
give	Eng	O	46.96	21.81	-0.8	46.160000000000004
two	Eng	O	43.79	14.75	-0.8	42.99
lectures	Eng	O	39.67	38.73	-0.8	38.870000000000005
on	Eng	O	43.01	23.0	-0.8	42.21
Argentine	Eng	O/MISC	37.73	33.62	-0.8	36.93
and	Eng	O/MISC	58.08	26.56	-0.8	57.28
Chicana	Spn	O/MISC	25.06	45.38	-2.38	43.0
poetry	Eng	O/MISC	23.92	19.74	-2.38	21.540000000000003
at	Eng	O/MISC	43.35	13.78	-0.8	42.550000000000004
the	Eng	O/MISC	60.83	27.05	-0.8	60.03
University	Eng	ORGANIZATION/MISC	52.94	29.44	-0.8	52.14
of	Eng	ORGANIZATION/MISC	45.37	12.91	-0.8	44.57
Wisconsin	Eng	ORGANIZATION/MISC	36.42	11.77	-0.8	35.620000000000005
–	Punct	O	N/A	N/A	N/A	N/A
Madison	Eng	O/MISC	34.3	29.87	-0.8	33.5
in	Eng	O/MISC	45.41	25.29	-0.8	44.61
March	Eng	O/MISC	37.31	24.54	-0.8	36.510000000000005
2004	Num	O	N/A	N/A	N/A	N/A
Thanks	Eng	O	56.71	11.9	-0.8	55.910000000000004
to	Eng	O	48.13	29.93	-0.8	47.330000000000005
her	Eng	O	46.52	29.04	-0.8	45.720000000000006
support	Eng	O	54.81	16.0	-0.8	54.010000000000005
—	Punct	O	N/A	N/A	N/A	N/A
and	Eng	O	58.08	26.56	-0.8	57.28
that	Eng	O	68.72	14.42	-0.8	67.92
of	Eng	O	45.37	12.91	-0.8	44.57
Raphael	Eng	PERSON/PERSON	21.33	20.58	-0.8	20.529999999999998
Kadushin	Eng	PERSON/PERSON	16.36	3.96	-0.8	15.559999999999999
—	Punct	O	N/A	N/A	N/A	N/A
I	Eng	O	42.31	11.38	-0.8	41.510000000000005
also	Eng	O	46.43	25.86	-0.8	45.63
perfomed	Eng	O	35.65	26.12	-0.8	34.85
from	Eng	O	48.14	12.52	-0.8	47.34
Killer	Eng	O/PERSON	44.84	19.13	-0.8	44.040000000000006
Crónicas	Spn	O/PERSON	15.47	36.43	-2.38	34.05
.	Punct	O	N/A	N/A	N/A	N/A
Mil	Spn	O	25.71	34.15	-1.01	33.14
gracias	Spn	O	29.81	60.45	-1.01	59.440000000000005
to	Eng	O	48.13	29.93	-2.38	45.75
Ilán	Spn	PERSON/PERSON	9.4	17.13	-2.38	14.75
Stavans	Eng	PERSON/PERSON	31.71	9.66	-2.38	29.330000000000002
"	Punct	O	N/A	N/A	N/A	N/A
by	Eng	O	35.52	13.53	-0.8	34.720000000000006
whose	Eng	O	51.29	16.27	-0.8	50.49
invitation	Eng	O/MISC	57.54	34.85	-0.8	56.74
I	Eng	O/MISC	42.31	11.38	-0.8	41.510000000000005
was	Eng	O/MISC	51.72	16.52	-0.8	50.92
featured	Eng	O/MISC	43.68	14.74	-0.8	42.88
as	Eng	O	41.38	30.98	-0.8	40.580000000000005
a	Eng	O	39.06	38.09	-0.8	38.260000000000005
writer	Eng	O	45.35	12.64	-0.8	44.550000000000004
at	Eng	O	43.35	13.78	-0.8	42.550000000000004
the	Eng	O	60.83	27.05	-0.8	60.03
International	Eng	ORGANIZATION/ORGANIZATION	72.89	48.06	-0.8	72.09
Conference	Eng	ORGANIZATION/ORGANIZATION	58.04	47.08	-0.8	57.24
on	Eng	ORGANIZATION/ORGANIZATION	43.01	23.0	-0.8	42.21
Spanglish	Eng	ORGANIZATION/ORGANIZATION	36.84	2.9	-0.8	36.040000000000006
at	Eng	O/ORGANIZATION	43.35	13.78	-0.8	42.550000000000004
Amherst	Eng	ORGANIZATION/ORGANIZATION	26.0	5.13	-0.8	25.2
College	Eng	ORGANIZATION/ORGANIZATION	56.38	28.78	-0.8	55.580000000000005
in	Eng	O/ORGANIZATION	45.41	25.29	-0.8	44.61
April	Spn	O/ORGANIZATION	21.1	24.52	-2.38	22.14
2004	Num	O/ORGANIZATION	N/A	N/A	N/A	N/A
I	Eng	O/ORGANIZATION	42.31	11.38	-2.38	39.93
thank	Eng	O	53.77	16.35	-0.8	52.970000000000006
the	Eng	O	60.83	27.05	-0.8	60.03
National	Eng	ORGANIZATION/ORGANIZATION	54.78	36.26	-0.8	53.980000000000004
Endowment	Eng	ORGANIZATION/ORGANIZATION	34.79	9.2	-0.8	33.99
for	Eng	ORGANIZATION/O	47.94	28.79	-0.8	47.14
the	Eng	ORGANIZATION/O	60.83	27.05	-0.8	60.03
Humanities	Eng	ORGANIZATION/LOCATION	55.21	33.9	-0.8	54.410000000000004
for	Eng	O	47.94	28.79	-0.8	47.14
its	Eng	O	40.87	11.62	-0.8	40.07
financial	Eng	O	53.91	43.41	-0.8	53.11
support	Eng	O	54.81	16.0	-0.8	54.010000000000005
.	Punct	O	N/A	N/A	N/A	N/A
The	Eng	O	60.83	27.05	-0.8	60.03
thirteen	Eng	O	66.31	16.12	-0.8	65.51
-	Punct	O	N/A	N/A	N/A	N/A
month	Eng	O	48.02	18.13	-0.8	47.220000000000006
sabbatical	Eng	O	38.15	24.18	-0.8	37.35
in	Eng	O	45.41	25.29	-0.8	44.61
Buenos	Spn	LOCATION/LOCATION	18.33	55.86	-2.38	53.48
Aires	Spn	LOCATION/LOCATION	33.73	38.14	-1.01	37.13
(	Punct	O	N/A	N/A	N/A	N/A
2000	Num	O	N/A	N/A	N/A	N/A
–	Punct	O	N/A	N/A	N/A	N/A
01	Num	O	N/A	N/A	N/A	N/A
)	Punct	O	N/A	N/A	N/A	N/A
"	Punct	O	N/A	N/A	N/A	N/A
partially	Eng	O	61.06	27.58	-2.38	58.68
funded	Eng	O	42.97	22.55	-0.8	42.17
by	Eng	O	35.52	13.53	-0.8	34.720000000000006
an	Eng	O	41.88	24.48	-0.8	41.080000000000005
NEH	Eng	O/ORGANIZATION	14.48	13.72	-0.8	13.68
fellowship	Eng	O	32.01	1.39	-0.8	31.209999999999997
for	Eng	O	47.94	28.79	-0.8	47.14
college	Eng	O	56.38	28.78	-0.8	55.580000000000005
teachers	Eng	O	58.12	19.71	-0.8	57.32
"	Punct	O	N/A	N/A	N/A	N/A
sencillamente	Spn	O	15.62	65.78	-2.38	63.4
me	Spn	O	41.15	43.0	-1.01	41.99
transformó	Spn	O	13.51	36.61	-1.01	35.6
la	Spn	O	18.68	44.74	-1.01	43.730000000000004
vida	Spn	O	20.99	46.18	-1.01	45.17
y	Spn	O	21.5	34.41	-1.01	33.4
la	Spn	O	18.68	44.74	-1.01	43.730000000000004
escritura	Spn	O	12.17	49.7	-1.01	48.690000000000005
.	Punct	O	N/A	N/A	N/A	N/A
This	Eng	O	59.86	22.07	-2.38	57.48
fellowship	Eng	O	32.01	1.39	-0.8	31.209999999999997
allowed	Eng	O	52.26	21.94	-0.8	51.46
me	Eng	O	41.15	43.0	-0.8	40.35
to	Eng	O	48.13	29.93	-0.8	47.330000000000005
realize	Eng	O	55.49	24.65	-0.8	54.690000000000005
a	Eng	O	39.06	38.09	-0.8	38.260000000000005
dream	Eng	O	34.18	10.72	-0.8	33.38
I	Eng	O/MISC	42.31	11.38	-0.8	41.510000000000005
’	Punct	O	N/A	N/A	N/A	N/A
d	Eng	O/MISC	31.16	18.31	-0.8	30.36
cherished	Eng	O/MISC	35.84	14.11	-0.8	35.040000000000006
as	Eng	O	41.38	30.98	-0.8	40.580000000000005
a	Eng	O	39.06	38.09	-0.8	38.260000000000005
Cortázar	Spn	O/PERSON	17.84	33.64	-2.38	31.26
-	Punct	O	N/A	N/A	N/A	N/A
reading	Eng	O	62.12	15.17	-2.38	59.739999999999995
teenager	Eng	O	48.34	21.19	-0.8	47.540000000000006
"	Punct	O	N/A	N/A	N/A	N/A
and	Eng	O	58.08	26.56	-0.8	57.28
which	Eng	O/MISC	54.48	10.73	-0.8	53.68
grew	Eng	O/MISC	38.31	13.44	-0.8	37.510000000000005
to	Eng	O/MISC	48.13	29.93	-0.8	47.330000000000005
the	Eng	O/MISC	60.83	27.05	-0.8	60.03
II	Eng	O/MISC	10.41	6.21	-0.8	9.61
fever	Eng	O/MISC	40.2	22.28	-0.8	39.400000000000006
-	Punct	O	N/A	N/A	N/A	N/A
pitch	Eng	O	38.0	24.4	-0.8	37.2
of	Eng	O	45.37	12.91	-0.8	44.57
an	Eng	O	41.88	24.48	-0.8	41.080000000000005
obsession	Eng	O	43.99	23.62	-0.8	43.190000000000005
when	Eng	O	56.49	15.56	-0.8	55.690000000000005
I	Eng	O	42.31	11.38	-0.8	41.510000000000005
began	Eng	O	37.9	24.1	-0.8	37.1
to	Eng	O	48.13	29.93	-0.8	47.330000000000005
work	Eng	O	47.7	2.12	-0.8	46.900000000000006
on	Eng	O	43.01	23.0	-0.8	42.21
Alejandra	Spn	PERSON/PERSON	11.06	39.32	-2.38	36.94
Pizarnik	Spn	PERSON/PERSON	5.12	5.98	-1.01	4.970000000000001
as	Eng	O	41.38	30.98	-2.38	39.0
a	Eng	O	39.06	38.09	-0.8	38.260000000000005
doctoral	Spn	O	41.79	47.74	-2.38	45.36
student	Eng	O	56.76	3.79	-2.38	54.379999999999995
and	Eng	O	58.08	26.56	-0.8	57.28
"	Punct	O	N/A	N/A	N/A	N/A
later	Eng	O	46.91	34.4	-0.8	46.11
"	Punct	O	N/A	N/A	N/A	N/A
in	Eng	O	45.41	25.29	-0.8	44.61
my	Eng	O	41.2	20.91	-0.8	40.400000000000006
research	Eng	O	48.14	12.66	-0.8	47.34
on	Eng	O	43.01	23.0	-0.8	42.21
contemporary	Eng	O	50.59	36.22	-0.8	49.790000000000006
women	Eng	O	48.92	15.55	-0.8	48.120000000000005
poets	Eng	O	25.11	21.99	-0.8	24.31
from	Eng	O	48.14	12.52	-0.8	47.34
Buenos	Spn	LOCATION/LOCATION	18.33	55.86	-2.38	53.48
Aires	Spn	LOCATION/LOCATION	33.73	38.14	-1.01	37.13
:	Punct	O	N/A	N/A	N/A	N/A
conocer	Spn	O	25.89	56.01	-1.01	55.0
la	Spn	O	18.68	44.74	-1.01	43.730000000000004
Argentina	Spn	LOCATION/LOCATION	29.81	38.94	-1.01	37.93
.	Punct	O	N/A	N/A	N/A	N/A
I	Eng	O	42.31	11.38	-2.38	39.93
also	Eng	O	46.43	25.86	-0.8	45.63
thank	Eng	O	53.77	16.35	-0.8	52.970000000000006
Pomona	Spn	ORGANIZATION/LOCATION	14.87	27.27	-2.38	24.89
College	Eng	ORGANIZATION/LOCATION	56.38	28.78	-2.38	54.0
’	Punct	O	N/A	N/A	N/A	N/A
s	Eng	O	40.13	19.22	-0.8	39.330000000000005
generous	Eng	O	42.58	30.14	-0.8	41.78
sabbatical	Eng	O	38.15	24.18	-0.8	37.35
leave	Eng	O	49.99	24.39	-0.8	49.190000000000005
policy	Eng	O	39.66	24.9	-0.8	38.86
.	Punct	O	N/A	N/A	N/A	N/A
The	Eng	O	60.83	27.05	-0.8	60.03
research	Eng	O	48.14	12.66	-0.8	47.34
"	Punct	O	N/A	N/A	N/A	N/A
thinking	Eng	O	79.43	9.09	-0.8	78.63000000000001
"	Punct	O	N/A	N/A	N/A	N/A
writing	Eng	O	53.56	-1.8	-0.8	52.760000000000005
—	Punct	O	N/A	N/A	N/A	N/A
el	Spn	O	19.84	42.02	-2.38	39.64
diario	Spn	O	19.62	44.56	-1.01	43.550000000000004
vivir	Spn	O	14.83	42.11	-1.01	41.1
—	Punct	O	N/A	N/A	N/A	N/A
in	Eng	O	45.41	25.29	-2.38	43.029999999999994
Buenos	Spn	LOCATION/LOCATION	18.33	55.86	-2.38	53.48
Aires	Spn	LOCATION/LOCATION	33.73	38.14	-1.01	37.13
is	Eng	O	44.66	21.08	-2.38	42.279999999999994
everywhere	Eng	O	75.95	18.13	-0.8	75.15
reflected	Eng	O	46.08	23.28	-0.8	45.28
in	Eng	O	45.41	25.29	-0.8	44.61
this	Eng	O	59.86	22.07	-0.8	59.06
book	Eng	O	38.68	8.68	-0.8	37.88
.	Punct	O	N/A	N/A	N/A	N/A
I	Eng	O	42.31	11.38	-0.8	41.510000000000005
will	Eng	O	48.96	7.58	-0.8	48.160000000000004
be	Eng	O	42.62	20.92	-0.8	41.82
eternally	Eng	O	39.69	23.05	-0.8	38.89
grateful	Eng	O	35.96	15.98	-0.8	35.160000000000004
to	Eng	O	48.13	29.93	-0.8	47.330000000000005
my	Eng	O	41.2	20.91	-0.8	40.400000000000006
longtime	Eng	O	46.1	25.39	-0.8	45.300000000000004
friend	Eng	O	53.86	25.96	-0.8	53.06
and	Eng	O	58.08	26.56	-0.8	57.28
editor	Eng	O	32.95	32.18	-0.8	32.150000000000006
Raphael	Eng	PERSON/PERSON	21.33	20.58	-0.8	20.529999999999998
Kadushin	Eng	PERSON/PERSON	16.36	3.96	-0.8	15.559999999999999
"	Punct	O	N/A	N/A	N/A	N/A
who	Eng	O	43.84	15.11	-0.8	43.040000000000006
recognized	Eng	O	53.07	19.84	-0.8	52.27
in	Eng	O	45.41	25.29	-0.8	44.61
my	Eng	O	41.2	20.91	-0.8	40.400000000000006
fragmentary	Eng	O	36.94	18.1	-0.8	36.14
"	Punct	O	N/A	N/A	N/A	N/A
bilingual	Eng	O	38.93	20.38	-0.8	38.13
epistolario	Spn	O	14.28	34.73	-2.38	32.349999999999994
the	Eng	O	60.83	27.05	-2.38	58.449999999999996
makings	Eng	O	55.82	12.66	-0.8	55.02
of	Eng	O	45.37	12.91	-0.8	44.57
a	Eng	O	39.06	38.09	-0.8	38.260000000000005
book	Eng	O	38.68	8.68	-0.8	37.88
.	Punct	O	N/A	N/A	N/A	N/A
Raphy	Eng	O/PERSON	27.15	13.35	-0.8	26.349999999999998
never	Eng	O	54.2	28.98	-0.8	53.400000000000006
let	Eng	O	41.33	17.8	-0.8	40.53
me	Eng	O	41.15	43.0	-0.8	40.35
forget	Eng	O	51.27	10.25	-0.8	50.470000000000006
or	Eng	O	41.56	23.53	-0.8	40.760000000000005
let	Eng	O/MISC	41.33	17.8	-0.8	40.53
go	Eng	O/MISC	39.77	24.21	-0.8	38.970000000000006
of	Eng	O/MISC	45.37	12.91	-0.8	44.57
this	Eng	O/MISC	59.86	22.07	-0.8	59.06
book	Eng	O/MISC	38.68	8.68	-0.8	37.88
"	Punct	O	N/A	N/A	N/A	N/A
even	Eng	O	50.32	32.92	-0.8	49.52
during	Eng	O	52.72	17.88	-0.8	51.92
the	Eng	O	60.83	27.05	-0.8	60.03
last	Eng	O	47.62	23.93	-0.8	46.82
three	Eng	O	58.04	24.57	-0.8	57.24
years	Eng	O	60.3	9.69	-0.8	59.5
"	Punct	O	N/A	N/A	N/A	N/A
los	Spn	O	23.65	49.6	-2.38	47.22
más	Spn	O	6.97	45.12	-1.01	44.11
trying	Eng	O	62.95	14.11	-2.38	60.57
de	Spn	O	26.21	47.06	-2.38	44.68
mi	Spn	O	18.08	38.03	-1.01	37.02
vida	Spn	O	20.99	46.18	-1.01	45.17
.	Punct	O	N/A	N/A	N/A	N/A
At	Eng	O/ORGANIZATION	43.35	13.78	-2.38	40.97
the	Eng	O/ORGANIZATION	60.83	27.05	-0.8	60.03
University	Eng	ORGANIZATION/ORGANIZATION	52.94	29.44	-0.8	52.14
of	Eng	ORGANIZATION/ORGANIZATION	45.37	12.91	-0.8	44.57
Wisconsin	Eng	ORGANIZATION/ORGANIZATION	36.42	11.77	-0.8	35.620000000000005
Press	Eng	ORGANIZATION/ORGANIZATION	48.05	27.67	-0.8	47.25
I	Eng	O/ORGANIZATION	42.31	11.38	-0.8	41.510000000000005
am	Eng	O	30.77	12.36	-0.8	29.97
very	Eng	O	48.4	29.89	-0.8	47.6
grateful	Eng	O	35.96	15.98	-0.8	35.160000000000004
to	Eng	O	48.13	29.93	-0.8	47.330000000000005
Sheila	Spn	PERSON/PERSON	20.14	23.52	-2.38	21.14
Moermond	Eng	PERSON/PERSON	25.15	11.94	-2.38	22.77
"	Punct	O	N/A	N/A	N/A	N/A
whose	Eng	O	51.29	16.27	-0.8	50.49
calm	Eng	O	28.49	20.47	-0.8	27.689999999999998
